codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
106,6621,2025-05-19,NXM-72273-96,7,4792.54,EFE,4
119,6972,2025-05-19,YZK-06087-98,7,2646.57,CEX,4
111,8790,2025-05-19,SZJ-76414-24,9,2771.08,CEX,4
116,8964,2025-05-19,LEK-96807-82,34,11433.63,CEX,4
113,8064,2025-05-19,GET-58791-09,10,6911.18,EFE,4
113,4292,2025-05-19,HGA-86693-42,31,20552.74,CEX,4
114,1764,2025-05-19,FHG-40571-57,9,5033.99,CEX,4
116,1790,2025-05-19,BWL-77714-70,43,23445.54,EFE,4
122,3846,2025-05-19,PQX-59844-04,10,5868.49,EFE,4
117,2810,2025-05-19,ORZ-56803-77,19,14562.08,CEX,4
