codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
111,4224,2025-05-02,NXM-72273-96,29,11586.07,CEX,4
114,5929,2025-05-02,YZK-06087-98,2,1118.15,CEX,4
110,1208,2025-05-02,SZJ-76414-24,27,17592.62,CEX,4
118,2472,2025-05-02,LEK-96807-82,23,12401.64,EFE,4
116,5326,2025-05-02,GET-58791-09,27,20057.79,EFE,4
106,7113,2025-05-02,HGA-86693-42,12,9304.42,CEX,4
118,9829,2025-05-02,FHG-40571-57,30,9119.16,CEX,4
104,5495,2025-05-02,BWL-77714-70,21,15721.46,CEX,4
123,7025,2025-05-02,PQX-59844-04,10,5906.89,CEX,4
119,8494,2025-05-02,ORZ-56803-77,36,16326.95,CEX,4
