codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
118,4497,2025-04-18,NXM-72273-96,22,11012.45,EFE,4
111,3102,2025-04-18,YZK-06087-98,6,1850.81,EFE,4
107,3522,2025-04-18,SZJ-76414-24,13,4311.2,EFE,4
107,8702,2025-04-18,LEK-96807-82,13,5403.57,EFE,4
124,6706,2025-04-18,GET-58791-09,5,1624.08,CEX,4
108,7955,2025-04-18,HGA-86693-42,14,5032.24,CEX,4
101,2970,2025-04-18,FHG-40571-57,5,3217.5,EFE,4
123,4716,2025-04-18,BWL-77714-70,20,9202.69,EFE,4
108,8403,2025-04-18,PQX-59844-04,29,14643.09,EFE,4
106,5524,2025-04-18,ORZ-56803-77,15,11653.7,EFE,4
