codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
107,6240,2025-04-28,NXM-72273-96,36,19605.7,EFE,4
114,2854,2025-04-28,YZK-06087-98,16,5323.38,EFE,4
124,7545,2025-04-28,SZJ-76414-24,13,10033.69,CEX,4
116,5219,2025-04-28,LEK-96807-82,18,7914.19,CEX,4
109,1287,2025-04-28,GET-58791-09,11,6252.59,CEX,4
117,5789,2025-04-28,HGA-86693-42,45,31213.73,EFE,4
103,8560,2025-04-28,FHG-40571-57,46,14641.65,CEX,4
112,7096,2025-04-28,BWL-77714-70,23,7846.16,CEX,4
121,2723,2025-04-28,PQX-59844-04,22,14580.25,CEX,4
116,3911,2025-04-28,ORZ-56803-77,11,5475.48,CEX,4
