codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
117,5310,2025-05-13,NXM-72273-96,41,14271.6,CEX,4
125,4870,2025-05-13,YZK-06087-98,37,12784.11,EFE,4
104,6792,2025-05-13,SZJ-76414-24,1,648.76,EFE,4
108,9704,2025-05-13,LEK-96807-82,7,2439.35,EFE,4
113,8492,2025-05-13,GET-58791-09,11,4422.92,EFE,4
107,8717,2025-05-13,HGA-86693-42,5,3218.81,EFE,4
115,3289,2025-05-13,FHG-40571-57,18,8528.22,CEX,4
111,1850,2025-05-13,BWL-77714-70,7,5188.13,CEX,4
116,7185,2025-05-13,PQX-59844-04,33,21142.99,EFE,4
112,2515,2025-05-13,ORZ-56803-77,15,7358.59,CEX,4
