codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
124,6464,2025-05-06,NXM-72273-96,15,4750.02,CEX,4
123,3560,2025-05-06,YZK-06087-98,23,11086.79,CEX,4
114,3502,2025-05-06,SZJ-76414-24,2,1234.88,EFE,4
113,6957,2025-05-06,LEK-96807-82,25,12122.39,EFE,4
116,4911,2025-05-06,GET-58791-09,4,2585.25,EFE,4
115,6665,2025-05-06,HGA-86693-42,41,23737.1,CEX,4
107,7795,2025-05-06,FHG-40571-57,2,856.36,EFE,4
109,9852,2025-05-06,BWL-77714-70,30,17544.49,CEX,4
104,5996,2025-05-06,PQX-59844-04,5,3885.27,CEX,4
125,8128,2025-05-06,ORZ-56803-77,39,17649.71,CEX,4
