codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
118,7252,2025-05-17,NXM-72273-96,36,21100.87,CEX,4
117,4693,2025-05-17,YZK-06087-98,36,22591.31,EFE,4
106,3050,2025-05-17,SZJ-76414-24,3,1871.43,CEX,4
103,5251,2025-05-17,LEK-96807-82,17,13297.13,CEX,4
121,7304,2025-05-17,GET-58791-09,14,5369.02,EFE,4
117,9847,2025-05-17,HGA-86693-42,25,8936.7,EFE,4
101,6961,2025-05-17,FHG-40571-57,26,15870.06,CEX,4
115,6489,2025-05-17,BWL-77714-70,38,23429.63,CEX,4
111,1215,2025-05-17,PQX-59844-04,18,12593.15,CEX,4
120,8392,2025-05-17,ORZ-56803-77,13,6352.84,EFE,4
