codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
105,5153,2025-05-10,NXM-72273-96,14,8840.37,EFE,4
124,1095,2025-05-10,YZK-06087-98,19,9192.25,CEX,4
109,6135,2025-05-10,SZJ-76414-24,23,12118.43,EFE,4
122,8288,2025-05-10,LEK-96807-82,41,24266.51,EFE,4
115,3708,2025-05-10,GET-58791-09,2,748.75,CEX,4
124,8333,2025-05-10,HGA-86693-42,13,5564.58,CEX,4
101,3995,2025-05-10,FHG-40571-57,14,9624.96,EFE,4
111,7125,2025-05-10,BWL-77714-70,5,2031.7,CEX,4
110,1413,2025-05-10,PQX-59844-04,28,15193.63,EFE,4
124,5133,2025-05-10,ORZ-56803-77,26,16059.05,CEX,4
