codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
106,1736,2025-05-11,NXM-72273-96,7,5187.14,EFE,4
122,4247,2025-05-11,YZK-06087-98,11,4856.62,EFE,4
120,1415,2025-05-11,SZJ-76414-24,23,12131.48,EFE,4
104,6525,2025-05-11,LEK-96807-82,21,12066.61,EFE,4
120,2455,2025-05-11,GET-58791-09,43,30321.6,CEX,4
103,2065,2025-05-11,HGA-86693-42,28,18582.55,EFE,4
121,7327,2025-05-11,FHG-40571-57,28,14311.84,EFE,4
118,5390,2025-05-11,BWL-77714-70,22,9716.03,CEX,4
118,3331,2025-05-11,PQX-59844-04,2,1154.44,EFE,4
109,9131,2025-05-11,ORZ-56803-77,29,11718.57,CEX,4
