codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
125,9364,2025-06-08,NXM-72273-96,7,5147.38,CEX,4
119,3360,2025-06-08,YZK-06087-98,30,19173.87,CEX,4
107,7990,2025-06-08,SZJ-76414-24,37,11403.03,EFE,4
119,1879,2025-06-08,LEK-96807-82,30,9342.79,CEX,4
125,2287,2025-06-08,GET-58791-09,14,4249.31,CEX,4
112,8384,2025-06-08,HGA-86693-42,17,8022.14,EFE,4
119,5298,2025-06-08,FHG-40571-57,18,10659.09,CEX,4
116,4257,2025-06-08,BWL-77714-70,9,6595.69,EFE,4
123,1489,2025-06-08,PQX-59844-04,15,10512.59,EFE,4
108,8942,2025-06-08,ORZ-56803-77,25,13435.52,CEX,4
