codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
111,9373,2025-06-03,NXM-72273-96,29,13631.29,CEX,4
116,6806,2025-06-03,YZK-06087-98,14,5186.85,CEX,4
112,7213,2025-06-03,SZJ-76414-24,6,2666.33,CEX,4
106,2444,2025-06-03,LEK-96807-82,33,19321.14,CEX,4
105,4621,2025-06-03,GET-58791-09,8,4934.18,CEX,4
108,1081,2025-06-03,HGA-86693-42,32,15940.05,EFE,4
103,6635,2025-06-03,FHG-40571-57,34,16949.39,EFE,4
108,3590,2025-06-03,BWL-77714-70,22,8019.8,EFE,4
116,7334,2025-06-03,PQX-59844-04,18,13557.66,CEX,4
112,8190,2025-06-03,ORZ-56803-77,5,1692.9,EFE,4
