codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
108,6007,2025-04-13,NXM-72273-96,30,17154.65,CEX,4
101,9258,2025-04-13,YZK-06087-98,3,1843.02,CEX,4
120,1560,2025-04-13,SZJ-76414-24,24,9036.24,EFE,4
102,2549,2025-04-13,LEK-96807-82,4,1335.02,EFE,4
105,6870,2025-04-13,GET-58791-09,38,13605.54,EFE,4
107,7106,2025-04-13,HGA-86693-42,39,17420.29,CEX,4
124,1620,2025-04-13,FHG-40571-57,36,25259.14,CEX,4
119,7050,2025-04-13,BWL-77714-70,35,22883.24,CEX,4
101,4264,2025-04-13,PQX-59844-04,40,15125.91,CEX,4
111,7322,2025-04-13,ORZ-56803-77,20,14914.77,EFE,4
