codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
120,9239,2025-05-12,NXM-72273-96,23,8809.96,CEX,4
120,4530,2025-05-12,YZK-06087-98,20,10720.43,CEX,4
114,9398,2025-05-12,SZJ-76414-24,13,5659.38,CEX,4
122,4246,2025-05-12,LEK-96807-82,25,18628.79,CEX,4
104,3534,2025-05-12,GET-58791-09,15,6080.44,CEX,4
104,3257,2025-05-12,HGA-86693-42,11,6361.83,EFE,4
120,5417,2025-05-12,FHG-40571-57,8,3720.64,EFE,4
119,9653,2025-05-12,BWL-77714-70,10,3106.89,CEX,4
116,4012,2025-05-12,PQX-59844-04,18,5441.2,EFE,4
121,9354,2025-05-12,ORZ-56803-77,2,1508.67,EFE,4
