codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
124,4671,2025-04-27,NXM-72273-96,8,2403.65,CEX,4
121,3902,2025-04-27,YZK-06087-98,6,2102.84,EFE,4
115,4771,2025-04-27,SZJ-76414-24,9,5459.62,EFE,4
124,7187,2025-04-27,LEK-96807-82,10,6105.72,EFE,4
120,4841,2025-04-27,GET-58791-09,15,11150.97,CEX,4
108,5561,2025-04-27,HGA-86693-42,10,4599.58,CEX,4
125,9086,2025-04-27,FHG-40571-57,11,4429.71,CEX,4
115,5406,2025-04-27,BWL-77714-70,17,10407.46,EFE,4
115,6309,2025-04-27,PQX-59844-04,40,15683.78,EFE,4
123,3433,2025-04-27,ORZ-56803-77,12,9144.25,EFE,4
