codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
36,2964,2025-04-24,NXM-72273-96,4,1210.79,EFE,1
38,5073,2025-04-24,YZK-06087-98,17,7830.74,CEX,1
36,7644,2025-04-24,SZJ-76414-24,10,6803.49,EFE,1
46,6877,2025-04-24,LEK-96807-82,8,5664.6,CEX,1
49,4699,2025-04-24,GET-58791-09,16,11219.95,CEX,1
39,8415,2025-04-24,HGA-86693-42,23,12561.51,EFE,1
40,8109,2025-04-24,FHG-40571-57,13,6864.37,EFE,1
44,1277,2025-04-24,BWL-77714-70,30,12342.96,CEX,1
31,1373,2025-04-24,PQX-59844-04,0,0.0,EFE,1
32,2433,2025-04-24,ORZ-56803-77,44,28764.41,CEX,1
