codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
48,8007,2025-04-21,NXM-72273-96,28,18615.15,EFE,1
29,2291,2025-04-21,YZK-06087-98,23,11396.03,EFE,1
37,9322,2025-04-21,SZJ-76414-24,25,18593.12,EFE,1
43,1261,2025-04-21,LEK-96807-82,1,634.44,EFE,1
43,6578,2025-04-21,GET-58791-09,21,11951.64,CEX,1
33,8984,2025-04-21,HGA-86693-42,27,12268.47,EFE,1
30,7699,2025-04-21,FHG-40571-57,2,981.67,EFE,1
38,2923,2025-04-21,BWL-77714-70,17,12247.64,EFE,1
29,9154,2025-04-21,PQX-59844-04,27,9674.95,EFE,1
42,3998,2025-04-21,ORZ-56803-77,5,2403.85,CEX,1
