codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
34,7319,2025-05-11,NXM-72273-96,25,9820.18,EFE,1
36,9405,2025-05-11,YZK-06087-98,19,12434.62,CEX,1
33,9089,2025-05-11,SZJ-76414-24,20,8502.56,CEX,1
30,3237,2025-05-11,LEK-96807-82,10,7840.86,EFE,1
26,5767,2025-05-11,GET-58791-09,9,6690.97,EFE,1
35,1766,2025-05-11,HGA-86693-42,6,3645.94,CEX,1
42,9505,2025-05-11,FHG-40571-57,22,16254.28,EFE,1
36,1424,2025-05-11,BWL-77714-70,19,12457.8,CEX,1
26,3602,2025-05-11,PQX-59844-04,18,9709.08,CEX,1
41,8867,2025-05-11,ORZ-56803-77,14,6688.73,EFE,1
