codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
35,9485,2025-04-28,NXM-72273-96,40,13300.18,EFE,1
35,8876,2025-04-28,YZK-06087-98,42,22075.62,EFE,1
39,2026,2025-04-28,SZJ-76414-24,23,13389.65,EFE,1
29,3036,2025-04-28,LEK-96807-82,27,15780.72,CEX,1
45,3291,2025-04-28,GET-58791-09,18,13997.78,EFE,1
49,1866,2025-04-28,HGA-86693-42,11,7912.72,EFE,1
38,9668,2025-04-28,FHG-40571-57,24,16684.34,EFE,1
48,4787,2025-04-28,BWL-77714-70,19,14110.42,EFE,1
44,2666,2025-04-28,PQX-59844-04,13,8812.26,EFE,1
40,5899,2025-04-28,ORZ-56803-77,24,15850.77,CEX,1
