codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
45,4906,2025-04-30,NXM-72273-96,41,15355.51,CEX,1
29,5094,2025-04-30,YZK-06087-98,46,27998.05,EFE,1
46,2300,2025-04-30,SZJ-76414-24,11,3512.75,EFE,1
43,6937,2025-04-30,LEK-96807-82,37,19453.03,CEX,1
38,1788,2025-04-30,GET-58791-09,4,2541.51,CEX,1
50,1990,2025-04-30,HGA-86693-42,34,24130.1,EFE,1
49,8497,2025-04-30,FHG-40571-57,44,28428.21,CEX,1
27,6821,2025-04-30,BWL-77714-70,4,1965.42,CEX,1
37,5956,2025-04-30,PQX-59844-04,1,619.74,CEX,1
26,5650,2025-04-30,ORZ-56803-77,15,7503.5,EFE,1
