codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
42,6539,2025-05-05,NXM-72273-96,21,11435.1,EFE,1
49,6940,2025-05-05,YZK-06087-98,43,19325.34,CEX,1
45,5167,2025-05-05,SZJ-76414-24,25,15482.87,CEX,1
42,7093,2025-05-05,LEK-96807-82,0,0.0,EFE,1
29,3663,2025-05-05,GET-58791-09,32,19307.12,CEX,1
49,7026,2025-05-05,HGA-86693-42,14,9318.52,EFE,1
38,8918,2025-05-05,FHG-40571-57,30,10392.88,EFE,1
29,3014,2025-05-05,BWL-77714-70,20,11014.3,EFE,1
46,7274,2025-05-05,PQX-59844-04,6,4312.41,CEX,1
44,5182,2025-05-05,ORZ-56803-77,2,1248.38,EFE,1
