codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
28,6841,2025-05-26,NXM-72273-96,30,14503.58,EFE,1
49,2393,2025-05-26,YZK-06087-98,42,30327.61,CEX,1
47,5545,2025-05-26,SZJ-76414-24,4,2940.71,CEX,1
34,4360,2025-05-26,LEK-96807-82,21,9406.7,CEX,1
44,8077,2025-05-26,GET-58791-09,42,30835.94,CEX,1
37,4075,2025-05-26,HGA-86693-42,18,7558.01,EFE,1
44,4926,2025-05-26,FHG-40571-57,18,6518.13,CEX,1
33,8155,2025-05-26,BWL-77714-70,47,35713.76,CEX,1
46,8142,2025-05-26,PQX-59844-04,3,1847.04,EFE,1
46,6341,2025-05-26,ORZ-56803-77,2,1364.7,EFE,1
