codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
31,9480,2025-04-27,NXM-72273-96,3,1949.85,CEX,1
48,6802,2025-04-27,YZK-06087-98,23,17487.87,CEX,1
36,5910,2025-04-27,SZJ-76414-24,22,9076.8,EFE,1
42,8547,2025-04-27,LEK-96807-82,41,19581.66,EFE,1
35,4470,2025-04-27,GET-58791-09,42,18614.66,EFE,1
37,1266,2025-04-27,HGA-86693-42,28,20428.02,EFE,1
43,7344,2025-04-27,FHG-40571-57,36,20468.78,CEX,1
35,9214,2025-04-27,BWL-77714-70,38,19126.57,EFE,1
30,5124,2025-04-27,PQX-59844-04,30,12297.16,EFE,1
38,9207,2025-04-27,ORZ-56803-77,4,2903.41,CEX,1
