codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
42,7289,2025-04-18,NXM-72273-96,33,18887.49,EFE,1
41,7999,2025-04-18,YZK-06087-98,24,11845.78,CEX,1
50,3766,2025-04-18,SZJ-76414-24,41,15801.42,EFE,1
35,4210,2025-04-18,LEK-96807-82,41,21758.01,EFE,1
30,6381,2025-04-18,GET-58791-09,5,3468.85,EFE,1
40,2354,2025-04-18,HGA-86693-42,22,16101.04,CEX,1
50,7423,2025-04-18,FHG-40571-57,11,6160.9,EFE,1
50,5338,2025-04-18,BWL-77714-70,15,8748.44,EFE,1
37,7245,2025-04-18,PQX-59844-04,27,11760.92,EFE,1
42,1170,2025-04-18,ORZ-56803-77,33,19454.51,EFE,1
