codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
37,5269,2025-06-02,NXM-72273-96,26,13145.09,CEX,1
31,5064,2025-06-02,YZK-06087-98,16,10321.0,CEX,1
39,2922,2025-06-02,SZJ-76414-24,40,11641.12,CEX,1
29,6220,2025-06-02,LEK-96807-82,5,3413.52,CEX,1
40,9794,2025-06-02,GET-58791-09,22,12920.11,EFE,1
38,1603,2025-06-02,HGA-86693-42,10,6002.34,EFE,1
27,9563,2025-06-02,FHG-40571-57,18,7199.57,CEX,1
48,9797,2025-06-02,BWL-77714-70,9,6083.49,CEX,1
40,7150,2025-06-02,PQX-59844-04,13,7680.96,CEX,1
35,5067,2025-06-02,ORZ-56803-77,8,4472.65,CEX,1
