codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
47,5117,2025-04-19,NXM-72273-96,4,1391.63,CEX,1
39,7504,2025-04-19,YZK-06087-98,14,7078.07,EFE,1
44,7860,2025-04-19,SZJ-76414-24,35,13053.81,EFE,1
49,8968,2025-04-19,LEK-96807-82,46,14392.77,EFE,1
47,2535,2025-04-19,GET-58791-09,18,5778.33,CEX,1
26,3806,2025-04-19,HGA-86693-42,4,2713.14,CEX,1
33,8910,2025-04-19,FHG-40571-57,4,2745.11,EFE,1
38,1908,2025-04-19,BWL-77714-70,11,7811.83,CEX,1
38,7579,2025-04-19,PQX-59844-04,45,25827.08,CEX,1
33,5849,2025-04-19,ORZ-56803-77,3,1943.22,EFE,1
