codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
28,3270,2025-05-10,NXM-72273-96,18,9181.96,EFE,1
32,1616,2025-05-10,YZK-06087-98,15,4872.86,CEX,1
42,1490,2025-05-10,SZJ-76414-24,3,2123.11,CEX,1
26,6052,2025-05-10,LEK-96807-82,19,12142.77,CEX,1
33,6563,2025-05-10,GET-58791-09,13,5003.42,CEX,1
32,8512,2025-05-10,HGA-86693-42,26,17234.61,EFE,1
39,9312,2025-05-10,FHG-40571-57,16,9799.6,EFE,1
44,3279,2025-05-10,BWL-77714-70,15,7601.3,CEX,1
47,9003,2025-05-10,PQX-59844-04,5,3173.75,CEX,1
38,3029,2025-05-10,ORZ-56803-77,21,6894.9,EFE,1
