codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
32,4126,2025-05-31,NXM-72273-96,13,8233.62,CEX,1
48,3057,2025-05-31,YZK-06087-98,34,25339.99,EFE,1
47,5724,2025-05-31,SZJ-76414-24,16,6011.25,CEX,1
48,8699,2025-05-31,LEK-96807-82,24,8124.13,CEX,1
28,4115,2025-05-31,GET-58791-09,18,8913.36,CEX,1
34,9949,2025-05-31,HGA-86693-42,41,30484.3,CEX,1
43,9925,2025-05-31,FHG-40571-57,28,17214.12,CEX,1
50,6603,2025-05-31,BWL-77714-70,16,7084.87,CEX,1
38,4442,2025-05-31,PQX-59844-04,18,8189.2,CEX,1
32,5076,2025-05-31,ORZ-56803-77,11,7013.58,EFE,1
