codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
40,3675,2025-06-03,NXM-72273-96,19,13819.7,CEX,1
28,3307,2025-06-03,YZK-06087-98,9,4069.19,CEX,1
27,6561,2025-06-03,SZJ-76414-24,17,13007.97,EFE,1
26,8355,2025-06-03,LEK-96807-82,21,11115.08,CEX,1
32,4003,2025-06-03,GET-58791-09,27,12398.97,CEX,1
37,7930,2025-06-03,HGA-86693-42,22,8916.31,EFE,1
26,2099,2025-06-03,FHG-40571-57,26,19236.71,CEX,1
28,5982,2025-06-03,BWL-77714-70,19,14413.99,CEX,1
46,6236,2025-06-03,PQX-59844-04,27,16066.18,CEX,1
44,7887,2025-06-03,ORZ-56803-77,4,2401.92,CEX,1
