codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
45,8089,2025-04-16,NXM-72273-96,12,8948.16,EFE,1
33,4911,2025-04-16,YZK-06087-98,27,18132.7,CEX,1
43,7252,2025-04-16,SZJ-76414-24,21,11404.4,CEX,1
46,2552,2025-04-16,LEK-96807-82,14,5410.76,EFE,1
35,7121,2025-04-16,GET-58791-09,17,9929.29,EFE,1
40,3166,2025-04-16,HGA-86693-42,23,15395.06,CEX,1
38,4449,2025-04-16,FHG-40571-57,21,6642.69,CEX,1
43,5742,2025-04-16,BWL-77714-70,17,8888.09,EFE,1
48,1718,2025-04-16,PQX-59844-04,15,5415.3,EFE,1
30,9433,2025-04-16,ORZ-56803-77,19,7616.52,CEX,1
