codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
33,4008,2025-05-03,NXM-72273-96,7,2893.07,EFE,1
36,8268,2025-05-03,YZK-06087-98,25,17616.04,EFE,1
47,6442,2025-05-03,SZJ-76414-24,12,6698.53,CEX,1
36,5892,2025-05-03,LEK-96807-82,9,4670.1,EFE,1
45,4571,2025-05-03,GET-58791-09,19,7577.6,CEX,1
36,7440,2025-05-03,HGA-86693-42,12,6159.49,CEX,1
42,2605,2025-05-03,FHG-40571-57,10,5065.08,EFE,1
46,7136,2025-05-03,BWL-77714-70,31,13246.92,CEX,1
49,6585,2025-05-03,PQX-59844-04,41,22510.73,CEX,1
29,7630,2025-05-03,ORZ-56803-77,43,28981.14,EFE,1
