codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
45,4064,2025-05-25,NXM-72273-96,42,27034.66,CEX,1
49,5598,2025-05-25,YZK-06087-98,13,8187.68,CEX,1
40,9502,2025-05-25,SZJ-76414-24,19,13035.03,EFE,1
41,3327,2025-05-25,LEK-96807-82,31,15785.0,EFE,1
44,2540,2025-05-25,GET-58791-09,2,821.5,CEX,1
47,3445,2025-05-25,HGA-86693-42,36,14269.45,EFE,1
36,9725,2025-05-25,FHG-40571-57,5,2733.64,CEX,1
47,1931,2025-05-25,BWL-77714-70,30,10779.95,EFE,1
38,2755,2025-05-25,PQX-59844-04,9,5175.49,EFE,1
44,4313,2025-05-25,ORZ-56803-77,14,8686.15,CEX,1
