codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
28,3844,2025-05-13,NXM-72273-96,15,7530.87,CEX,1
50,4644,2025-05-13,YZK-06087-98,37,19410.47,CEX,1
26,4812,2025-05-13,SZJ-76414-24,10,7129.91,CEX,1
45,1136,2025-05-13,LEK-96807-82,18,13434.08,CEX,1
45,6200,2025-05-13,GET-58791-09,34,12586.9,EFE,1
45,1186,2025-05-13,HGA-86693-42,37,21866.31,CEX,1
50,9241,2025-05-13,FHG-40571-57,17,11683.93,EFE,1
35,9689,2025-05-13,BWL-77714-70,8,3178.73,EFE,1
42,5168,2025-05-13,PQX-59844-04,22,14681.14,CEX,1
34,6341,2025-05-13,ORZ-56803-77,3,1483.78,CEX,1
