codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
29,6698,2025-05-14,NXM-72273-96,29,15246.56,CEX,1
26,7760,2025-05-14,YZK-06087-98,28,18824.94,CEX,1
42,4364,2025-05-14,SZJ-76414-24,3,1396.02,EFE,1
48,7037,2025-05-14,LEK-96807-82,28,13002.18,EFE,1
43,6382,2025-05-14,GET-58791-09,4,2880.15,CEX,1
32,4470,2025-05-14,HGA-86693-42,26,10970.34,EFE,1
49,8855,2025-05-14,FHG-40571-57,44,16701.18,EFE,1
44,7922,2025-05-14,BWL-77714-70,9,3367.78,CEX,1
27,7114,2025-05-14,PQX-59844-04,42,28916.3,CEX,1
37,5003,2025-05-14,ORZ-56803-77,7,5108.42,CEX,1
