codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
43,5893,2025-06-04,NXM-72273-96,38,17420.8,EFE,1
31,7178,2025-06-04,YZK-06087-98,3,1973.56,EFE,1
34,8118,2025-06-04,SZJ-76414-24,12,6228.84,CEX,1
50,4161,2025-06-04,LEK-96807-82,9,6941.45,EFE,1
27,8297,2025-06-04,GET-58791-09,21,13556.49,CEX,1
34,7777,2025-06-04,HGA-86693-42,31,11749.63,EFE,1
48,2459,2025-06-04,FHG-40571-57,27,18218.78,EFE,1
47,3009,2025-06-04,BWL-77714-70,7,4980.11,EFE,1
38,3593,2025-06-04,PQX-59844-04,12,9189.87,CEX,1
41,1129,2025-06-04,ORZ-56803-77,19,8954.24,CEX,1
