codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
49,2556,2025-05-30,NXM-72273-96,21,12424.98,CEX,1
32,4379,2025-05-30,YZK-06087-98,40,12980.79,CEX,1
48,7001,2025-05-30,SZJ-76414-24,9,6775.82,CEX,1
49,5128,2025-05-30,LEK-96807-82,16,9933.21,CEX,1
46,3486,2025-05-30,GET-58791-09,20,15832.03,EFE,1
50,1319,2025-05-30,HGA-86693-42,21,15751.42,EFE,1
37,2514,2025-05-30,FHG-40571-57,27,19048.72,EFE,1
44,6727,2025-05-30,BWL-77714-70,43,16746.77,EFE,1
49,6572,2025-05-30,PQX-59844-04,16,12513.59,CEX,1
33,8280,2025-05-30,ORZ-56803-77,12,7185.26,CEX,1
