codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
42,9871,2025-05-01,NXM-72273-96,25,15169.67,CEX,1
47,7720,2025-05-01,YZK-06087-98,16,7918.08,EFE,1
36,7160,2025-05-01,SZJ-76414-24,2,1096.99,CEX,1
44,3732,2025-05-01,LEK-96807-82,31,12322.87,EFE,1
34,2356,2025-05-01,GET-58791-09,35,12211.16,EFE,1
46,4674,2025-05-01,HGA-86693-42,17,5503.38,EFE,1
29,1695,2025-05-01,FHG-40571-57,35,21765.03,CEX,1
29,2845,2025-05-01,BWL-77714-70,20,12940.99,EFE,1
40,8103,2025-05-01,PQX-59844-04,0,0.0,CEX,1
26,6449,2025-05-01,ORZ-56803-77,43,25793.97,CEX,1
