codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
40,4254,2025-05-29,NXM-72273-96,23,14195.63,EFE,1
33,4154,2025-05-29,YZK-06087-98,11,6732.14,CEX,1
47,6186,2025-05-29,SZJ-76414-24,0,0.0,CEX,1
47,9682,2025-05-29,LEK-96807-82,37,21029.21,CEX,1
28,2014,2025-05-29,GET-58791-09,14,9016.63,CEX,1
29,8831,2025-05-29,HGA-86693-42,35,23899.85,CEX,1
41,5105,2025-05-29,FHG-40571-57,17,13377.8,CEX,1
49,5682,2025-05-29,BWL-77714-70,5,2019.22,EFE,1
49,5660,2025-05-29,PQX-59844-04,33,19710.27,EFE,1
44,1589,2025-05-29,ORZ-56803-77,11,5560.4,CEX,1
