codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
32,7306,2025-06-07,NXM-72273-96,11,7858.15,EFE,1
38,5970,2025-06-07,YZK-06087-98,19,7625.37,EFE,1
31,2325,2025-06-07,SZJ-76414-24,5,2485.23,CEX,1
31,3482,2025-06-07,LEK-96807-82,37,12468.49,CEX,1
44,2174,2025-06-07,GET-58791-09,2,733.15,EFE,1
38,6780,2025-06-07,HGA-86693-42,37,13970.78,CEX,1
43,6263,2025-06-07,FHG-40571-57,7,2726.45,EFE,1
33,2618,2025-06-07,BWL-77714-70,10,7243.29,CEX,1
36,8316,2025-06-07,PQX-59844-04,14,4705.36,EFE,1
32,5458,2025-06-07,ORZ-56803-77,40,14687.95,EFE,1
