codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
28,1210,2025-05-24,NXM-72273-96,24,11483.49,CEX,1
30,8549,2025-05-24,YZK-06087-98,12,6465.23,CEX,1
30,5862,2025-05-24,SZJ-76414-24,5,2631.67,CEX,1
48,5507,2025-05-24,LEK-96807-82,17,11175.41,CEX,1
38,7968,2025-05-24,GET-58791-09,35,26120.0,EFE,1
44,9951,2025-05-24,HGA-86693-42,8,4434.1,EFE,1
46,6863,2025-05-24,FHG-40571-57,1,772.49,EFE,1
45,6763,2025-05-24,BWL-77714-70,35,18754.63,CEX,1
49,8527,2025-05-24,PQX-59844-04,33,25213.0,EFE,1
42,1111,2025-05-24,ORZ-56803-77,20,10908.17,EFE,1
