codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
139,4613,2025-05-18,NXM-72273-96,12,5096.65,EFE,5
149,4778,2025-05-18,YZK-06087-98,12,8437.01,EFE,5
144,2816,2025-05-18,SZJ-76414-24,11,3470.86,CEX,5
135,1885,2025-05-18,LEK-96807-82,12,6646.89,CEX,5
148,4066,2025-05-18,GET-58791-09,8,5658.56,CEX,5
150,9887,2025-05-18,HGA-86693-42,14,7839.43,EFE,5
128,3016,2025-05-18,FHG-40571-57,41,13370.25,CEX,5
148,4393,2025-05-18,BWL-77714-70,2,886.26,CEX,5
148,1514,2025-05-18,PQX-59844-04,4,1962.28,EFE,5
127,5054,2025-05-18,ORZ-56803-77,42,24611.44,CEX,5
