codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
144,6357,2025-06-02,NXM-72273-96,17,8028.79,EFE,5
129,4913,2025-06-02,YZK-06087-98,37,23143.64,EFE,5
132,3836,2025-06-02,SZJ-76414-24,0,0.0,CEX,5
133,3793,2025-06-02,LEK-96807-82,4,1314.11,CEX,5
150,5039,2025-06-02,GET-58791-09,17,8381.48,CEX,5
147,3009,2025-06-02,HGA-86693-42,5,3449.49,CEX,5
126,6445,2025-06-02,FHG-40571-57,37,16436.87,EFE,5
135,6687,2025-06-02,BWL-77714-70,15,6815.95,CEX,5
143,2038,2025-06-02,PQX-59844-04,29,14955.5,EFE,5
139,8507,2025-06-02,ORZ-56803-77,17,10722.24,CEX,5
