codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
147,2269,2025-06-03,NXM-72273-96,18,11639.78,EFE,5
142,1249,2025-06-03,YZK-06087-98,9,2791.52,CEX,5
126,9580,2025-06-03,SZJ-76414-24,27,12102.02,EFE,5
142,1793,2025-06-03,LEK-96807-82,40,30622.86,EFE,5
134,2907,2025-06-03,GET-58791-09,8,6360.88,CEX,5
150,4133,2025-06-03,HGA-86693-42,30,13244.94,CEX,5
131,1180,2025-06-03,FHG-40571-57,12,9499.94,CEX,5
149,7538,2025-06-03,BWL-77714-70,23,9585.96,EFE,5
142,1557,2025-06-03,PQX-59844-04,10,6434.0,EFE,5
146,8248,2025-06-03,ORZ-56803-77,25,17746.19,EFE,5
