codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
133,1476,2025-05-14,NXM-72273-96,24,16915.62,CEX,5
149,3652,2025-05-14,YZK-06087-98,35,24787.06,EFE,5
145,6127,2025-05-14,SZJ-76414-24,9,5242.35,EFE,5
132,8109,2025-05-14,LEK-96807-82,20,10766.5,EFE,5
127,9353,2025-05-14,GET-58791-09,27,17726.04,EFE,5
142,9692,2025-05-14,HGA-86693-42,15,10111.0,EFE,5
129,9154,2025-05-14,FHG-40571-57,21,6544.13,EFE,5
146,9259,2025-05-14,BWL-77714-70,19,6898.29,CEX,5
130,9714,2025-05-14,PQX-59844-04,7,2903.38,CEX,5
133,6400,2025-05-14,ORZ-56803-77,22,6314.26,EFE,5
