codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
126,7300,2025-04-17,NXM-72273-96,12,8776.65,EFE,5
135,1477,2025-04-17,YZK-06087-98,16,10553.92,EFE,5
135,4269,2025-04-17,SZJ-76414-24,20,8603.31,CEX,5
149,9585,2025-04-17,LEK-96807-82,29,17486.4,EFE,5
135,1780,2025-04-17,GET-58791-09,40,15466.72,CEX,5
135,6595,2025-04-17,HGA-86693-42,4,2775.04,CEX,5
134,1445,2025-04-17,FHG-40571-57,2,955.12,CEX,5
140,4052,2025-04-17,BWL-77714-70,18,10249.45,EFE,5
132,2999,2025-04-17,PQX-59844-04,23,15308.4,EFE,5
148,1939,2025-04-17,ORZ-56803-77,13,6374.0,CEX,5
