codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
139,7807,2025-05-31,NXM-72273-96,3,920.06,CEX,5
136,4373,2025-05-31,YZK-06087-98,36,10867.2,CEX,5
131,3459,2025-05-31,SZJ-76414-24,19,9976.84,EFE,5
140,7254,2025-05-31,LEK-96807-82,1,562.53,EFE,5
141,5552,2025-05-31,GET-58791-09,15,11216.98,EFE,5
129,1662,2025-05-31,HGA-86693-42,24,10266.22,CEX,5
129,1135,2025-05-31,FHG-40571-57,4,2992.54,CEX,5
134,2342,2025-05-31,BWL-77714-70,15,11886.96,CEX,5
140,6427,2025-05-31,PQX-59844-04,5,2897.18,CEX,5
147,2118,2025-05-31,ORZ-56803-77,16,7703.59,CEX,5
