codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
128,1494,2025-05-11,NXM-72273-96,20,11699.61,CEX,5
141,1806,2025-05-11,YZK-06087-98,7,3137.71,CEX,5
148,5300,2025-05-11,SZJ-76414-24,8,3434.6,CEX,5
137,1953,2025-05-11,LEK-96807-82,2,961.93,EFE,5
150,8689,2025-05-11,GET-58791-09,23,16948.89,EFE,5
139,9310,2025-05-11,HGA-86693-42,40,18445.0,CEX,5
138,4344,2025-05-11,FHG-40571-57,1,647.53,EFE,5
133,7100,2025-05-11,BWL-77714-70,17,7946.66,CEX,5
127,6188,2025-05-11,PQX-59844-04,13,10171.51,CEX,5
130,9707,2025-05-11,ORZ-56803-77,39,23410.52,EFE,5
