codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
136,5632,2025-04-30,NXM-72273-96,17,12072.84,EFE,5
149,1697,2025-04-30,YZK-06087-98,30,16533.68,EFE,5
145,1879,2025-04-30,SZJ-76414-24,17,7303.28,CEX,5
132,9085,2025-04-30,LEK-96807-82,5,1962.39,CEX,5
150,3359,2025-04-30,GET-58791-09,24,14751.14,EFE,5
143,2573,2025-04-30,HGA-86693-42,45,20208.81,CEX,5
134,9764,2025-04-30,FHG-40571-57,23,14160.23,EFE,5
126,2543,2025-04-30,BWL-77714-70,27,12243.49,EFE,5
138,5363,2025-04-30,PQX-59844-04,6,4401.79,EFE,5
144,3312,2025-04-30,ORZ-56803-77,23,9290.86,EFE,5
