codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
142,3312,2025-05-21,NXM-72273-96,3,1596.11,CEX,5
137,3196,2025-05-21,YZK-06087-98,46,31259.11,EFE,5
132,5543,2025-05-21,SZJ-76414-24,23,14595.45,EFE,5
144,4647,2025-05-21,LEK-96807-82,17,7573.91,EFE,5
148,2566,2025-05-21,GET-58791-09,31,14027.17,CEX,5
129,4531,2025-05-21,HGA-86693-42,32,12557.76,CEX,5
143,3029,2025-05-21,FHG-40571-57,34,10751.09,CEX,5
136,7938,2025-05-21,BWL-77714-70,8,4625.97,CEX,5
139,5502,2025-05-21,PQX-59844-04,25,9023.99,CEX,5
134,8218,2025-05-21,ORZ-56803-77,24,9234.42,CEX,5
