codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
149,5649,2025-05-17,NXM-72273-96,43,15660.95,EFE,5
146,2434,2025-05-17,YZK-06087-98,35,12899.49,EFE,5
131,9105,2025-05-17,SZJ-76414-24,42,13953.42,EFE,5
135,5032,2025-05-17,LEK-96807-82,32,10517.22,CEX,5
139,8533,2025-05-17,GET-58791-09,14,11141.1,EFE,5
138,9984,2025-05-17,HGA-86693-42,14,6464.6,EFE,5
131,8280,2025-05-17,FHG-40571-57,28,11084.68,EFE,5
133,1678,2025-05-17,BWL-77714-70,16,5073.12,EFE,5
138,6842,2025-05-17,PQX-59844-04,6,2922.61,EFE,5
146,3328,2025-05-17,ORZ-56803-77,22,9880.23,EFE,5
