codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
136,1803,2025-05-08,NXM-72273-96,37,24770.15,CEX,5
144,2005,2025-05-08,YZK-06087-98,41,30817.63,CEX,5
146,6764,2025-05-08,SZJ-76414-24,46,31367.22,CEX,5
128,5501,2025-05-08,LEK-96807-82,17,5375.35,EFE,5
133,3605,2025-05-08,GET-58791-09,43,25380.36,EFE,5
150,2569,2025-05-08,HGA-86693-42,30,14951.76,CEX,5
132,8600,2025-05-08,FHG-40571-57,10,4364.52,EFE,5
147,5274,2025-05-08,BWL-77714-70,17,12555.36,CEX,5
128,8400,2025-05-08,PQX-59844-04,5,3194.99,EFE,5
144,7674,2025-05-08,ORZ-56803-77,39,24351.85,EFE,5
