codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
130,1408,2025-05-28,NXM-72273-96,20,13815.1,EFE,5
136,9653,2025-05-28,YZK-06087-98,31,19140.18,CEX,5
143,2535,2025-05-28,SZJ-76414-24,37,18028.43,EFE,5
142,2442,2025-05-28,LEK-96807-82,29,17940.21,EFE,5
139,9693,2025-05-28,GET-58791-09,45,33149.09,EFE,5
138,2876,2025-05-28,HGA-86693-42,33,24543.6,EFE,5
143,6229,2025-05-28,FHG-40571-57,46,29096.51,EFE,5
128,2882,2025-05-28,BWL-77714-70,14,6037.7,EFE,5
142,8760,2025-05-28,PQX-59844-04,23,10169.86,EFE,5
145,2921,2025-05-28,ORZ-56803-77,15,6006.12,CEX,5
