codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
142,3286,2025-05-01,NXM-72273-96,6,1891.34,CEX,5
131,2471,2025-05-01,YZK-06087-98,39,14794.32,EFE,5
145,7420,2025-05-01,SZJ-76414-24,2,1331.01,EFE,5
138,9540,2025-05-01,LEK-96807-82,25,7739.95,EFE,5
139,7652,2025-05-01,GET-58791-09,13,8758.29,CEX,5
126,1856,2025-05-01,HGA-86693-42,4,1672.85,EFE,5
141,2491,2025-05-01,FHG-40571-57,35,14247.47,EFE,5
150,8734,2025-05-01,BWL-77714-70,4,1683.53,EFE,5
149,5990,2025-05-01,PQX-59844-04,21,14975.57,EFE,5
150,9011,2025-05-01,ORZ-56803-77,42,23230.06,EFE,5
