codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
143,9291,2025-05-07,NXM-72273-96,24,7313.74,CEX,5
137,6568,2025-05-07,YZK-06087-98,16,5439.54,CEX,5
126,4227,2025-05-07,SZJ-76414-24,5,1957.04,CEX,5
149,3165,2025-05-07,LEK-96807-82,29,10245.54,CEX,5
140,3097,2025-05-07,GET-58791-09,18,11141.92,EFE,5
142,1011,2025-05-07,HGA-86693-42,30,16046.0,EFE,5
136,1963,2025-05-07,FHG-40571-57,8,5143.91,EFE,5
130,7357,2025-05-07,BWL-77714-70,17,12486.05,CEX,5
149,5440,2025-05-07,PQX-59844-04,27,15420.5,EFE,5
128,2433,2025-05-07,ORZ-56803-77,13,5515.06,EFE,5
