codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
128,3671,2025-05-12,NXM-72273-96,14,8691.95,EFE,5
139,9129,2025-05-12,YZK-06087-98,2,1275.34,EFE,5
138,2180,2025-05-12,SZJ-76414-24,14,8315.96,EFE,5
126,1123,2025-05-12,LEK-96807-82,33,16621.52,CEX,5
134,7791,2025-05-12,GET-58791-09,14,9658.92,CEX,5
147,1555,2025-05-12,HGA-86693-42,13,9230.79,EFE,5
130,2481,2025-05-12,FHG-40571-57,1,691.04,CEX,5
149,5259,2025-05-12,BWL-77714-70,37,18888.13,EFE,5
136,5974,2025-05-12,PQX-59844-04,10,7109.3,EFE,5
136,4239,2025-05-12,ORZ-56803-77,19,10407.69,EFE,5
