codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
146,9061,2025-06-11,NXM-72273-96,24,10820.94,CEX,5
141,7639,2025-06-11,YZK-06087-98,20,11733.74,EFE,5
132,4569,2025-06-11,SZJ-76414-24,19,12984.0,EFE,5
133,3700,2025-06-11,LEK-96807-82,17,7130.03,CEX,5
149,7240,2025-06-11,GET-58791-09,38,17104.56,EFE,5
131,5520,2025-06-11,HGA-86693-42,18,13120.53,EFE,5
146,7035,2025-06-11,FHG-40571-57,19,10332.02,CEX,5
149,4689,2025-06-11,BWL-77714-70,13,4581.34,CEX,5
130,2438,2025-06-11,PQX-59844-04,19,5960.86,CEX,5
143,4869,2025-06-11,ORZ-56803-77,15,5857.09,EFE,5
