codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
144,7360,2025-04-22,NXM-72273-96,25,9532.66,EFE,5
126,1919,2025-04-22,YZK-06087-98,41,29264.84,CEX,5
144,9660,2025-04-22,SZJ-76414-24,10,6837.75,EFE,5
150,7473,2025-04-22,LEK-96807-82,3,2275.07,EFE,5
144,8570,2025-04-22,GET-58791-09,16,7405.28,EFE,5
147,8573,2025-04-22,HGA-86693-42,24,8705.63,EFE,5
147,8788,2025-04-22,FHG-40571-57,9,6229.31,EFE,5
133,5885,2025-04-22,BWL-77714-70,0,0.0,EFE,5
129,7075,2025-04-22,PQX-59844-04,19,9501.81,EFE,5
133,6449,2025-04-22,ORZ-56803-77,19,6439.83,CEX,5
