codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
141,4617,2025-05-20,NXM-72273-96,2,912.42,CEX,5
146,7972,2025-05-20,YZK-06087-98,5,3343.82,EFE,5
128,3417,2025-05-20,SZJ-76414-24,0,0.0,CEX,5
132,2017,2025-05-20,LEK-96807-82,38,13434.91,CEX,5
142,8076,2025-05-20,GET-58791-09,31,22463.05,EFE,5
150,5846,2025-05-20,HGA-86693-42,14,6660.65,EFE,5
138,2680,2025-05-20,FHG-40571-57,16,8681.39,CEX,5
143,9438,2025-05-20,BWL-77714-70,22,12901.17,CEX,5
142,2279,2025-05-20,PQX-59844-04,7,2716.84,CEX,5
134,7072,2025-05-20,ORZ-56803-77,16,5709.87,CEX,5
