codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
140,7323,2025-05-27,NXM-72273-96,30,11414.8,EFE,5
132,3156,2025-05-27,YZK-06087-98,16,7789.29,CEX,5
138,1245,2025-05-27,SZJ-76414-24,32,20526.05,CEX,5
136,7252,2025-05-27,LEK-96807-82,31,12471.22,CEX,5
128,5426,2025-05-27,GET-58791-09,18,9029.16,EFE,5
143,6807,2025-05-27,HGA-86693-42,1,667.71,EFE,5
150,5039,2025-05-27,FHG-40571-57,2,1003.15,EFE,5
135,5702,2025-05-27,BWL-77714-70,25,13585.04,EFE,5
130,3827,2025-05-27,PQX-59844-04,30,12263.95,CEX,5
129,6865,2025-05-27,ORZ-56803-77,22,11203.73,EFE,5
