codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
144,9636,2025-05-04,NXM-72273-96,17,11100.43,CEX,5
132,5667,2025-05-04,YZK-06087-98,46,13665.92,CEX,5
128,4511,2025-05-04,SZJ-76414-24,15,11418.76,CEX,5
129,6178,2025-05-04,LEK-96807-82,22,13644.93,CEX,5
140,6833,2025-05-04,GET-58791-09,29,12787.56,EFE,5
138,1876,2025-05-04,HGA-86693-42,9,5971.93,CEX,5
143,5431,2025-05-04,FHG-40571-57,45,22798.54,CEX,5
144,2007,2025-05-04,BWL-77714-70,3,1855.95,EFE,5
142,3420,2025-05-04,PQX-59844-04,3,2089.59,CEX,5
136,6372,2025-05-04,ORZ-56803-77,16,10771.99,EFE,5
