codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
147,9412,2025-06-01,NXM-72273-96,19,12651.38,EFE,5
146,5158,2025-06-01,YZK-06087-98,11,4679.52,EFE,5
142,3022,2025-06-01,SZJ-76414-24,7,3823.48,EFE,5
126,9266,2025-06-01,LEK-96807-82,7,4156.69,CEX,5
131,4714,2025-06-01,GET-58791-09,15,5951.31,EFE,5
134,3342,2025-06-01,HGA-86693-42,33,18983.34,CEX,5
130,1524,2025-06-01,FHG-40571-57,11,7349.37,CEX,5
143,4507,2025-06-01,BWL-77714-70,19,6303.66,CEX,5
149,4630,2025-06-01,PQX-59844-04,43,22974.48,EFE,5
129,5374,2025-06-01,ORZ-56803-77,15,7738.72,CEX,5
