codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
139,9520,2025-04-23,NXM-72273-96,6,2686.72,CEX,5
146,7720,2025-04-23,YZK-06087-98,8,4246.37,CEX,5
127,4511,2025-04-23,SZJ-76414-24,30,16250.27,EFE,5
139,5557,2025-04-23,LEK-96807-82,22,15171.57,EFE,5
145,6791,2025-04-23,GET-58791-09,13,7741.25,CEX,5
140,6785,2025-04-23,HGA-86693-42,1,673.43,CEX,5
148,2576,2025-04-23,FHG-40571-57,25,8448.3,EFE,5
129,5130,2025-04-23,BWL-77714-70,12,3641.7,EFE,5
147,8258,2025-04-23,PQX-59844-04,3,995.82,EFE,5
134,6989,2025-04-23,ORZ-56803-77,20,15427.74,EFE,5
