codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
148,4844,2025-06-10,NXM-72273-96,32,15846.4,EFE,5
141,1456,2025-06-10,YZK-06087-98,11,6021.27,EFE,5
133,2937,2025-06-10,SZJ-76414-24,24,6966.12,CEX,5
148,1877,2025-06-10,LEK-96807-82,30,14570.18,EFE,5
141,8065,2025-06-10,GET-58791-09,13,10325.99,CEX,5
146,6673,2025-06-10,HGA-86693-42,16,11058.04,CEX,5
143,8948,2025-06-10,FHG-40571-57,5,3896.83,EFE,5
136,2994,2025-06-10,BWL-77714-70,17,6604.52,CEX,5
126,5311,2025-06-10,PQX-59844-04,11,4984.11,EFE,5
139,5608,2025-06-10,ORZ-56803-77,11,6662.96,CEX,5
