codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
150,1207,2025-04-16,NXM-72273-96,6,4719.01,EFE,5
143,1969,2025-04-16,YZK-06087-98,17,5477.34,CEX,5
147,9765,2025-04-16,SZJ-76414-24,19,12757.69,CEX,5
132,6300,2025-04-16,LEK-96807-82,27,18710.54,EFE,5
141,9560,2025-04-16,GET-58791-09,1,401.84,EFE,5
130,6933,2025-04-16,HGA-86693-42,11,5045.64,EFE,5
146,7187,2025-04-16,FHG-40571-57,34,25229.96,EFE,5
145,8019,2025-04-16,BWL-77714-70,10,6884.17,CEX,5
140,1682,2025-04-16,PQX-59844-04,12,9007.47,EFE,5
145,8967,2025-04-16,ORZ-56803-77,28,10757.69,CEX,5
