codigo_sucursal,codigo_cliente,fecha_cierre_comercial,SKU_codigo,venta_unidades,venta_importe,condicion_venta,n_distribuidor
135,9460,2025-05-24,NXM-72273-96,4,3117.23,CEX,5
138,8096,2025-05-24,YZK-06087-98,24,18020.53,EFE,5
143,8112,2025-05-24,SZJ-76414-24,20,7684.62,CEX,5
135,2967,2025-05-24,LEK-96807-82,12,5082.87,EFE,5
140,3640,2025-05-24,GET-58791-09,17,9273.8,CEX,5
143,6018,2025-05-24,HGA-86693-42,27,13796.58,CEX,5
140,7454,2025-05-24,FHG-40571-57,17,11284.5,CEX,5
132,8676,2025-05-24,BWL-77714-70,20,7082.37,EFE,5
140,5554,2025-05-24,PQX-59844-04,25,18521.24,EFE,5
144,5390,2025-05-24,ORZ-56803-77,21,8299.11,EFE,5
